industria_io,tipo,anno,K_inizio_2012,I_2012,D_2012,K_fine_2012,delta_annuo,altre_variazioni_2012,altre_variazioni_rel,K_inizio_corrente,I_corrente,D_corrente,K_fine_corrente,rivalutazioni_e_altre_variazioni_corrente
3364OT,S,2016,54569.59572,1985.048852,1695.510309,54853.87351,0.03107060418,-5.260753681,-9.640448333e-05,58918,2155,1840,59587,354
3364OT,S,2017,54853.87351,2415.325669,1708.654977,55470.35117,0.03114921276,-90.19303679,-0.001644241892,59587,2686,1902,62446,2075
3364OT,S,2018,55470.35117,2430.588911,1725.283233,56134.81403,0.03110279991,-40.84281329,-0.0007362998869,62446,2819,2009,66888,3632
3364OT,S,2019,56134.81403,2028.897713,1738.395589,56405.49275,0.03096822568,-19.82340657,-0.0003531392579,66888,2487,2143,70055,2823
337,E,2008,10673.39133,1144.070197,1477.05145,10348.51006,0.1383863297,8.099991979,0.0007588958123,9890,1121,1410,9864,263
337,E,2009,10348.51006,747.1299537,1407.067217,9688.687154,0.1359680967,0.1143539509,1.105028165e-05,9864,735,1356,9249,6
337,E,2010,9688.687154,835.9111721,1329.481822,9193.627182,0.1372200176,-1.489322186,-0.0001537176464,9249,816,1285,8893,113
337,E,2011,9193.627182,969.0236837,1277.838959,8883.094812,0.1389918183,-1.717095008,-0.000186770137,8893,961,1264,8794,204
337,E,2012,8883.094812,1215,1262,8832,0.1420676044,-4.094811854,-0.0004609668073,8794,1215,1262,8832,85
337,E,2013,8832,1127.444849,1256.86734,8694.15845,0.1423083492,-8.419058826,-0.0009532448852,8832,1132,1264,8690,-10
337,E,2014,8694.15845,1102.532381,1239.482596,8557.109742,0.1425649882,-0.09849211815,-1.132853958e-05,8690,1109,1252,8577,30
337,E,2015,8557.109742,1440.263364,1238.69999,8758.884159,0.1447568194,0.2110429735,2.466288032e-05,8577,1443,1249,8714,-57
337,E,2016,8758.884159,1537.108093,1269.541107,9023.785162,0.1449432466,-2.665983575,-0.0003043747955,8714,1538,1276,8989,13
337,E,2017,9023.785162,1499.092078,1300.655028,9221.698334,0.1441363025,-0.5238782421,-5.805526536e-05,8989,1518,1313,9275,81
337,E,2018,9221.698334,1744.318816,1341.203818,9625.819159,0.1454400014,1.005827566,0.0001090718358,9275,1796,1377,9876,182
337,E,2019,9625.819159,1906.761999,1404.95593,10135.9212,0.1459570252,8.29597171,0.0008618457892,9876,1989,1463,10478,76
337,N,2008,2158.633761,586.0181771,560.4794129,2182.127356,0.2596454402,-2.045168761,-0.0009474366603,2078,602,578,2114,12
337,N,2009,2182.127356,572.0391276,554.4530891,2200.7789,0.254088327,1.065505837,0.0004882876491,2114,566,558,2110,-12
337,N,2010,2200.7789,557.0878492,541.0492159,2215.463515,0.2458444216,-1.354018183,-0.0006152449856,2110,546,536,2153,33
337,N,2011,2215.463515,624.5671786,544.4447638,2293.837685,0.2457475648,-1.748245678,-0.0007891105703,2153,620,543,2276,46
337,N,2012,2293.837685,716,579,2429,0.2524154189,-1.837684556,-0.0008011397528,2276,716,579,2429,16
337,N,2013,2429,733.7518697,619.6436601,2539.687457,0.2551023714,-3.420752594,-0.001408296663,2429,731,618,2606,64
337,N,2014,2539.687457,720.6452947,641.0730833,2616.093508,0.2524220378,-3.166160125,-0.001246673136,2606,724,644,2710,24
337,N,2015,2616.093508,818.9318437,678.1075398,2755.263634,0.2592061551,-1.654178251,-0.000632308534,2710,817,680,2819,-28
337,N,2016,2755.263634,900.1915011,734.9407241,2917.803178,0.2667406178,-2.711232799,-0.0009840193751,2819,885,724,3018,38
337,N,2017,2917.803178,903.0250308,780.8185803,3036.677223,0.2676049523,-3.332405392,-0.001142093962,3018,899,775,3225,83
337,N,2018,3036.677223,1043.382527,840.2207956,3237.596601,0.2766908479,-2.24235363,-0.0007384234363,3225,1033,837,3462,41
337,N,2019,3237.596601,1138.89593,924.4346926,3447.313759,0.2855311537,-4.744078584,-0.001465308736,3462,1125,917,3696,26
337,S,2008,11391.07769,234.1219512,349.4860828,11272.5618,0.03068068643,-3.151762768,-0.0002766869697,10590,219,333,11284,808
337,S,2009,11272.5618,151.7804878,344.063277,11080.68676,0.03052219037,0.4077507459,3.617196812e-05,11284,148,336,10526,-570
337,S,2010,11080.68676,139.2439024,337.7382631,10879.86376,0.0304799035,-2.328639602,-0.0002101530034,10526,131,320,10369,32
337,S,2011,10879.86376,141.2439024,332.3250139,10686.97826,0.03054496098,-1.804382737,-0.0001658460784,10369,137,321,10553,368
337,S,2012,10686.97826,122,325,10477,0.03041084131,-6.978262921,-0.0006529687578,10553,122,325,10477,127
337,S,2013,10477,204.3658537,320.5771943,10358.4565,0.03059818596,-2.332156425,-0.0002225977307,10477,206,328,10755,400
337,S,2014,10358.4565,252.7560976,317.8705697,10288.64912,0.03068705937,-4.692906127,-0.0004530507152,10755,261,334,10907,225
337,S,2015,10288.64912,227.6341463,315.2521804,10197.1657,0.03064077476,-3.865391504,-0.0003756947542,10907,241,338,10989,179
337,S,2016,10197.1657,253.2682927,313.447764,10133.80132,0.03073871439,-3.184906425,-0.0003123325166,10989,268,337,10982,62
337,S,2017,10133.80132,453.7804878,313.6337911,10253.95728,0.03094927373,-19.99073756,-0.00197267905,10982,489,346,11504,379
337,S,2018,10253.95728,425.9756098,316.5359993,10346.85638,0.03086964287,-16.54050702,-0.001613085228,11504,477,364,12277,660
337,S,2019,10346.85638,415.5853659,318.5264428,10433.5439,0.03078485203,-10.37140414,-0.001002372484,12277,492,389,12898,518
339,E,2008,31898.94197,4946.144023,4338.82159,32505.52537,0.1360177273,-0.7390310604,-2.316788629e-05,29970,4856,4213,31402,789
339,E,2009,32505.52537,4208.900274,4402.715867,32298.88574,0.1354451533,-12.82403958,-0.0003945187606,31402,4162,4299,31175,-90
339,E,2010,32298.88574,4702.737075,4449.323175,32542.87678,0.1377546956,-9.422862621,-0.0002917395571,31175,4655,4354,31742,266
339,E,2011,32542.87678,5120.134875,4564.625615,33096.27379,0.1402649694,-2.112248673,-6.490663648e-05,31742,5110,4522,32893,563
339,E,2012,33096.27379,5479,4713,33825,0.1424027378,-37.27378806,-0.0011262231,32893,5479,4713,33825,166
339,E,2013,33825,5707.584192,4884.013759,34623.21695,0.1443906507,-25.35348666,-0.0007495487556,33825,5634,4863,34484,-112
339,E,2014,34623.21695,6362.825793,5092.16932,35853.06359,0.1470738357,-40.80983249,-0.001178684019,34484,6183,5039,35589,-39
339,E,2015,35853.06359,7534.354313,5403.656818,37946.50795,0.1507167387,-37.25313598,-0.001039050286,35589,7264,5298,37274,-281
339,E,2016,37946.50795,7776.058858,5761.323273,39910.48714,0.1518274957,-50.75638865,-0.001337577327,37274,7391,5576,38991,-98
339,E,2017,39910.48714,6485.34837,5979.315484,40353.95728,0.1498181534,-62.56274295,-0.00156757653,38991,6121,5756,39456,100
339,E,2018,40353.95728,8950.148513,6262.44476,42975.19282,0.1551878721,-66.46821722,-0.001647130088,39456,8366,6009,42190,377
339,E,2019,42975.19282,8866.842997,6690.373021,45105.43988,0.1556798837,-46.2229132,-0.001075571979,42190,8253,6390,44152,99
339,N,2008,25179.74845,5415.474979,4968.363881,25622.59651,0.1973158664,-4.263042886,-0.0001693044271,23411,5244,4784,24070,199
339,N,2009,25622.59651,6034.94262,5167.868356,26487.66067,0.2016918291,-2.010103105,-7.845040622e-05,24070,5767,4932,24979,74
339,N,2010,26487.66067,6046.185097,5379.664212,27149.02805,0.2031007675,-5.153506077,-0.0001945625226,24979,5843,5196,26156,530
339,N,2011,27149.02805,6823.815861,5640.858705,28326.08025,0.207773873,-5.904953176,-0.0002175014577,26156,6738,5571,28013,690
339,N,2012,28326.08025,7292,6011,29601,0.2122072643,-6.08025251,-0.0002146520964,28013,7292,6011,29601,307
339,N,2013,29601,7570.388511,6348.366081,30821.20595,0.2144645816,-1.816477215,-6.136540032e-05,29601,7610,6375,31766,930
339,N,2014,30821.20595,7544.074568,6580.176083,31788.45261,0.2134950882,3.34817214,0.0001086320939,31766,7689,6695,33149,389
339,N,2015,31788.45261,7828.154657,6827.368726,32787.52327,0.2147751201,-1.715270631,-5.395892187e-05,33149,8024,6999,33854,-320
339,N,2016,32787.52327,8339.686969,7129.147211,33997.53502,0.2174347587,-0.5280075002,-1.610391538e-05,33854,8425,7187,35661,569
339,N,2017,33997.53502,8123.416067,7313.528322,34809.8937,0.2151193702,2.470932238,7.267974684e-05,35661,8421,7526,37764,1208
339,N,2018,34809.8937,9107.697448,7601.599016,36309.37747,0.218374669,-6.614656764,-0.0001900223201,37764,9526,7986,39994,690
339,N,2019,36309.37747,9372.12669,8027.404192,37655.00531,0.2210834983,0.9053377004,2.493399126e-05,39994,9929,8477,41978,532
339,S,2008,32905.18108,980.1051807,1015.753877,32872.1027,0.03086911676,2.57031637,7.811281645e-05,30589,940,975,32916,2362
339,S,2009,32872.1027,841.0182585,1013.945935,32698.31267,0.0308451803,-0.8623556604,-2.623366288e-05,32916,823,993,31061,-1685
339,S,2010,32698.31267,697.5844959,1004.035742,32389.76527,0.03070604137,-2.096153431,-6.41058593e-05,31061,669,959,30875,104
339,S,2011,32389.76527,925.8788412,998.6220089,32315.51226,0.03083140617,-1.509842097,-4.661478971e-05,30875,902,975,31906,1104
339,S,2012,32315.51226,856,995,32159,0.03079016641,-17.51226125,-0.0005419150131,31906,856,995,32159,392
339,S,2013,32159,797.8794418,989.5959988,31975.51505,0.0307719767,8.231604366,0.0002559658063,32159,824,1013,33210,1240
339,S,2014,31975.51505,899.8044889,986.9728187,31909.23432,0.03086651825,20.88760424,0.0006532374602,33210,970,1042,33833,695
339,S,2015,31909.23432,903.9211183,985.2749173,31850.45282,0.03087742274,22.57229724,0.0007073907513,33833,993,1061,34320,555
339,S,2016,31850.45282,919.5968848,983.477878,31814.17067,0.03087798731,27.59883968,0.0008665132591,34320,1025,1065,34458,178
339,S,2017,31814.17067,820.5417736,979.8429669,31656.03199,0.03079894734,1.162520799,3.654097451e-05,34458,959,1087,35513,1183
339,S,2018,31656.03199,923.4446584,978.0540271,31658.49865,0.0308962926,57.07602153,0.001803006187,35513,1147,1134,37577,2051
339,S,2019,31658.49865,1059.307976,978.8513287,31821.92367,0.03091906978,82.96837196,0.002620729836,37577,1398,1202,39360,1587
42,E,2008,225673.4339,31988.73963,35074.22615,222568.7836,0.1554202706,-19.16374429,-8.491803384e-05,213190,31721,34112,215317,4518
42,E,2009,222568.7836,23931.23905,33969.50595,212477.3168,0.1526247545,-53.19987208,-0.000239026656,215317,23868,33194,205224,-767
42,E,2010,212477.3168,32523.85791,33189.07281,211778.6722,0.1562005456,-33.42971042,-0.0001573330787,205224,32037,32403,206161,1303
42,E,2011,211778.6722,39487.95425,33824.10686,217433.884,0.1597144155,-8.635628727,-4.077666857e-05,206161,39169,33451,215719,3840
42,E,2012,217433.884,41821,35039,224189,0.1611478366,-26.88397436,-0.0001236420648,215719,41821,35039,224189,1688
42,E,2013,224189,37528.84804,35951.9765,225734.0448,0.1603645875,-31.82671597,-0.0001419637715,224189,37490,35973,225318,-388
42,E,2014,225734.0448,46009.48631,37019.12329,234725.7198,0.1639944179,1.311929771,5.811838317e-06,225318,46004,37109,234432,219
42,E,2015,234725.7198,42449.97101,38281.42694,238883.9485,0.1630900396,-10.3153501,-4.394639886e-05,234432,42300,38268,236443,-2021
42,E,2016,238883.9485,43932.07084,39255.90258,243546.8128,0.1643304325,-13.3039577,-5.569213749e-05,236443,43464,38984,240491,-432
42,E,2017,243546.8128,43874.12149,40161.73947,247261.3787,0.1649035724,2.183845536,8.966840958e-06,240491,43555,40017,245463,1434
42,E,2018,247261.3787,44766.67517,41008.02237,251010.1604,0.1658488786,-9.871058619,-3.992155456e-05,245463,45083,41469,253051,3974
42,E,2019,251010.1604,45264.51279,41858.00474,254413.1518,0.1667582088,-3.51667695,-1.401009801e-05,253051,45814,42538,256582,255
42,N,2008,42746.00583,17204.48573,15498.45042,44450.82533,0.3625707272,-1.215816531,-2.844281022e-05,42577,17875,16134,44689,371
42,N,2009,44450.82533,15315.32895,15761.12789,44007.15403,0.3545744712,2.127644404,4.786512709e-05,44689,15717,16163,43591,-652
42,N,2010,44007.15403,16683.58924,15850.21745,44835.4826,0.3601736534,-5.043234423,-0.0001146003311,43591,16740,15910,44433,12
42,N,2011,44835.4826,19896.15869,16725.10898,47988.80001,0.3730328751,-17.73230049,-0.0003954970365,44433,20038,16844,48083,456
42,N,2012,47988.80001,21229,18143,51054,0.3780673823,-20.80000939,-0.0004334346637,48083,21229,18143,51054,-115
42,N,2013,51054,20206.24816,19091.25461,52159.68877,0.3739423867,-9.304780572,-0.0001822537034,51054,20091,18981,52592,428
42,N,2014,52159.68877,25512.06135,20507.27744,57124.46331,0.3931633398,-40.00937573,-0.0007670554919,52592,25195,20264,57487,-36
42,N,2015,57124.46331,24910.51657,22211.46507,59804.78096,0.3888257987,-18.73385981,-0.0003279481105,57487,24420,21722,59663,-522
42,N,2016,59804.78096,28668.6642,23764.38108,64668.43918,0.3973659079,-40.62490324,-0.0006792918992,59663,27671,22897,64408,-29
42,N,2017,64668.43918,31607.81058,25984.41045,70245.31097,0.4018097666,-46.5283335,-0.0007194905907,64408,30316,24809,70367,452
42,N,2018,70245.31097,34909.83052,28390.55124,76721.80955,0.4041629376,-42.78070746,-0.0006090186928,70367,33215,26657,76577,-348
42,N,2019,76721.80955,37301.32685,30635.23423,83360.25708,0.3993028111,-27.64510053,-0.0003603290993,76577,35498,28502,83127,-446
42,S,2008,242371.8971,13541.34962,6114.265428,249841.6445,0.02522679197,42.66324409,0.0001760238897,223504,12887,5809,245934,15352
42,S,2009,249841.6445,9816.770635,6271.652134,253398.1441,0.02510250901,11.38108534,4.555319574e-05,245934,9551,6093,237557,-11835
42,S,2010,253398.1441,7074.300969,6347.972612,254118.3185,0.02505137768,-6.153990453,-2.428585448e-05,237557,6705,5993,239430,1161
42,S,2011,254118.3185,7785.977812,6388.303144,255520.3295,0.02513908947,4.336319371,1.706417466e-05,239430,7563,6179,250378,9564
42,S,2012,255520.3295,7646,6432,256730,0.02517216541,-4.329488672,-1.694381297e-05,250378,7646,6432,256730,5138
42,S,2013,256730,7384.377033,6468.656542,257638.6255,0.02519634068,-7.0950404,-2.763619523e-05,256730,7531,6612,265211,7562
42,S,2014,257638.6255,10509.22406,6531.337378,261628.2402,0.02535076938,11.72803874,4.552127507e-05,265211,11025,6858,275412,6034
42,S,2015,261628.2402,15416.45787,6706.557693,270387.9408,0.0256339212,49.8004387,0.000190348101,275412,16506,7177,289769,5028
42,S,2016,270387.9408,17169.18441,6954.659018,280657.4168,0.02572103992,54.95061301,0.0002032287862,289769,18604,7547,305071,4245
42,S,2017,280657.4168,15349.50846,7185.88141,288885.0103,0.0256037467,63.96648058,0.0002279165871,305071,16968,8000,323364,9325
42,S,2018,288885.0103,14637.72971,7366.666377,296219.2706,0.02550034136,63.19696025,0.0002187616456,323364,16804,8513,346606,14951
42,S,2019,296219.2706,12022.2895,7503.065825,300777.4653,0.02532943184,38.9710224,0.0001315614015,346606,14488,9104,366924,14934
441,E,2008,26947.39336,3270.523618,4324.515512,25865.75196,0.1604799193,-27.64950176,-0.00102605478,25579,3208,4195,25091,499
441,E,2009,25865.75196,2113.140094,4049.392258,23929.96758,0.1565542059,0.4677834902,1.808505281e-05,25091,2094,3949,23197,-39
441,E,2010,23929.96758,3762.713519,3887.590686,23806.327,0.1624569976,1.236583989,5.167512179e-05,23197,3669,3784,23208,126
441,E,2011,23806.327,4672.980131,3980.279536,24507.74389,0.167194189,8.716296755,0.000366133623,23208,4616,3933,24373,482
441,E,2012,24507.74389,6184,4254,26378,0.1735777891,-59.7438932,-0.002437755734,24373,6184,4254,26378,75
441,E,2013,26378,4641.104898,4490.941543,26531.9306,0.1702532998,3.767241792,0.0001428175674,26378,4651,4501,26581,53
441,E,2014,26531.9306,5767.308928,4626.487101,27677.39379,0.1743743104,4.641365036,0.0001749350662,26581,5802,4662,27833,112
441,E,2015,27677.39379,5482.035462,4792.932768,28361.1659,0.1731713905,-5.330576679,-0.0001925967712,27833,5515,4838,28402,-108
441,E,2016,28361.1659,6085.463915,4973.103384,29469.0136,0.175349046,-4.512834171,-0.0001591201922,28402,6094,5001,29536,41
441,E,2017,29469.0136,6945.74577,5219.896117,31129.53088,0.1771316878,-65.33237216,-0.002216985375,29536,6949,5270,31228,13
441,E,2018,31129.53088,6978.883563,5492.164794,32550.96204,0.1764294109,-65.28761004,-0.002097288594,31228,7042,5593,33074,397
441,E,2019,32550.96204,6764.309118,5723.377711,33589.18579,0.1758282199,-2.70766163,-8.318223058e-05,33074,6852,5869,34190,133
441,N,2008,3146.74125,985.3457866,1085.579079,3048.082948,0.3449851746,1.574991132,0.0005005149794,3200,1064,1197,3075,8
441,N,2009,3048.082948,834.324982,983.3278186,2901.442208,0.3226053343,2.362096501,0.0007749449543,3075,874,1043,2852,-54
441,N,2010,2901.442208,930.025646,929.1616477,2903.324148,0.320241308,1.017941894,0.000350839969,2852,946,948,2868,18
441,N,2011,2903.324148,1036.956086,941.8624067,2995.298627,0.3244082847,-3.119200699,-0.00107435496,2868,1052,959,3001,40
441,N,2012,2995.298627,1199,1012,3179,0.3378628064,-3.298626516,-0.001101267996,3001,1199,1012,3179,-9
441,N,2013,3179,1076.750693,1045.196541,3213.483552,0.3287815479,2.929399761,0.0009214846686,3179,1066,1032,3274,61
441,N,2014,3213.483552,1376.801474,1075.373739,3514.961685,0.3346442333,0.05039842797,1.568342491e-05,3274,1359,1056,3591,14
441,N,2015,3514.961685,1432.410258,1152.007802,3796.027304,0.3277440566,0.6631626193,0.0001886685201,3591,1418,1121,3842,-46
441,N,2016,3796.027304,1706.094733,1241.687617,4260.082329,0.3271018666,-0.3520901678,-9.275227483e-05,3842,1666,1194,4352,38
441,N,2017,4260.082329,2085.475402,1413.777448,4928.115604,0.3318662266,-3.664679156,-0.000860236698,4352,2047,1366,5137,104
441,N,2018,4928.115604,2390.888893,1635.820637,5683.34094,0.3319363361,0.1570804123,3.187433593e-05,5137,2368,1582,5972,49
441,N,2019,5683.34094,2572.728017,1833.122955,6420.65716,0.3225431967,-2.288843223,-0.0004027284737,5972,2583,1779,6818,42
441,S,2008,172926.4898,2226.348194,4405.072958,170548.0752,0.02547367359,-199.6898752,-0.001154767412,158798,2134,4183,167093,10344
441,S,2009,170548.0752,1394.673678,4337.23616,167583.0969,0.02543116453,-22.41585103,-0.0001314342071,167093,1361,4205,155986,-8263
441,S,2010,167583.0969,1648.652056,4267.614517,164941.1947,0.02546566209,-22.9397423,-0.0001368857762,155986,1558,4015,154477,948
441,S,2011,164941.1947,1803.173666,4203.356912,162520.8066,0.02548397276,-20.204792,-0.0001224969422,154477,1744,4053,158437,6269
441,S,2012,162520.8066,2107,4140,160051,0.02547366141,-436.8066351,-0.002687696696,158437,2107,4140,160051,3647
441,S,2013,160051,3151.125215,4097.42954,159096.576,0.02560077438,-8.119722938,-5.073209751e-05,160051,3234,4209,163571,4495
441,S,2014,159096.576,2020.266823,4057.366071,157038.5086,0.02550253547,-20.96810048,-0.0001317947942,163571,2130,4270,165041,3610
441,S,2015,157038.5086,2539.880644,4014.561637,155555.6161,0.02556418596,-8.21150157,-5.228973226e-05,165041,2732,4304,166501,3032
441,S,2016,155555.6161,3290.028825,3986.949029,154861.0606,0.02563037664,2.364731163,1.520183727e-05,166501,3598,4343,168414,2658
441,S,2017,154861.0606,3245.532963,3964.702122,153842.3667,0.02560167227,-299.5247283,-0.001934151342,168414,3649,4439,172568,4944
441,S,2018,153842.3667,2895.104608,3934.404081,152531.9292,0.02557425607,-271.1381051,-0.001762441068,172568,3372,4556,177640,6256
441,S,2019,152531.9292,2523.669957,3897.838932,151153.751,0.02555424922,-4.009235842,-2.628456785e-05,177640,3082,4740,184223,8241
445,E,2008,50873.55336,8372.624443,7270.21517,51949.99058,0.1429075559,-25.97205633,-0.0005105217665,47127,8085,6971,49970,1729
445,E,2009,51949.99058,6880.955042,7333.394537,51501.98289,0.1411625768,4.431804089,8.530904509e-05,49970,6709,7105,49393,-181
445,E,2010,51501.98289,9703.369486,7513.106774,53697.43817,0.1458799517,5.192570997,0.0001008227394,49393,9446,7285,52050,496
445,E,2011,53697.43817,7921.119373,7755.344635,53870.13612,0.1444267157,6.923206024,0.0001289299129,52050,7839,7651,53437,1199
445,E,2012,53870.13612,7720,7800,53645,0.1447926544,-145.1361167,-0.002694185074,53437,7720,7800,53645,288
445,E,2013,53645,6967.535923,7764.552191,52846.55374,0.1447395319,-1.429994818,-2.665662816e-05,53645,6984,7792,52952,115
